fullVisitorId,channelGrouping,socialEngagementType,visitStartTime,device.browser,device.operatingSystem,device.isMobile,device.deviceCategory,geoNetwork.continent,geoNetwork.subContinent,geoNetwork.country,geoNetwork.region,geoNetwork.metro,geoNetwork.city,geoNetwork.networkDomain,totals.visits,totals.newVisits,trafficSource.campaign,trafficSource.source,trafficSource.medium,trafficSource.keyword,trafficSource.isTrueDirect,trafficSource.referralPath,trafficSource.adwordsClickInfo.page,trafficSource.adwordsClickInfo.slot,trafficSource.adwordsClickInfo.gclId,trafficSource.adwordsClickInfo.adNetworkType,trafficSource.adwordsClickInfo.isVideoAd,trafficSource.adContent,date,visitNumber,totals.hits,totals.pageviews,totals.transactionRevenue
6116451045080877616,4,0,8,2,3,0,0,2,9,66,10,41,103,140,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,1.0,49.0,39.0,126970000
5747990905511584859,6,0,5,2,3,0,0,2,9,66,10,41,108,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,1.0,49.0,37.0,79140000
2241578867926472295,4,0,23,2,4,0,0,2,9,66,16,44,130,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,5.0,56.0,39.0,109540000
7866911767663069733,4,0,4,2,3,0,0,2,9,66,48,27,76,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,1.0,58.0,45.0,249490000
0499173638332659780,6,0,3,2,1,0,0,2,9,66,10,41,103,386,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,5.0,60.0,46.0,157150000
1927175312147751345,6,0,7,2,3,0,0,2,2,49,10,41,76,494,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,4.0,61.0,51.0,44970000
9935363478089463685,6,0,19,2,3,0,0,3,14,27,45,27,51,660,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,2.0,64.0,42.0,187890000
6218917791895202821,6,0,5,2,2,0,0,2,9,66,10,41,72,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,2.0,74.0,51.0,57560000
0642830728760694475,6,0,1,2,3,0,0,2,9,66,16,44,130,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,7.0,85.0,60.0,58730000
191995188120830505,6,0,8,2,3,0,0,2,9,66,10,41,72,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,2.0,99.0,75.0,39950000
5604492161936602744,4,0,6,2,0,1,1,2,9,66,10,41,76,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,14.0,110.0,84.0,168730000
081985686030532619,2,0,2,2,4,0,0,2,9,66,10,41,76,501,0,0,0,0,0,2,0,0,0,1,199,0,0,5,12.0,3.0,196.0,143.0,342620000
0135432212707864703,7,0,9,2,3,0,0,2,9,66,10,41,76,525,0,0,0,30,6,2,0,0,0,1,199,0,0,5,12.0,2.0,18.0,14.0,35980000
5375717438017990161,5,0,3,2,3,0,0,2,9,66,10,41,76,76,0,0,3,15,3,14,0,0,0,1,202,0,0,5,9.0,3.0,12.0,12.0,23970000
8896354517270377478,6,0,5,2,3,0,0,2,9,66,10,41,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,9.0,2.0,17.0,13.0,18990000
256970382442076470,6,0,0,7,6,1,2,2,9,66,10,41,76,525,0,0,0,40,6,2,0,0,0,1,199,0,0,5,9.0,2.0,26.0,24.0,18990000
9602340005188195003,4,0,4,2,3,0,0,2,9,66,10,41,76,445,0,0,0,15,5,2,0,0,0,1,199,0,0,5,9.0,1.0,36.0,28.0,33980000
8733093827821835870,4,0,20,2,0,1,1,2,9,66,49,6,23,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,9.0,4.0,37.0,29.0,4990000
9552836893396913614,5,0,4,7,6,1,1,2,9,66,10,41,76,0,0,0,3,15,3,14,0,0,0,1,203,0,0,5,9.0,1.0,42.0,29.0,21000000
5409062916318934931,6,0,1,2,3,0,0,2,9,66,10,41,72,537,0,0,0,25,6,2,0,0,0,1,199,0,0,5,9.0,4.0,47.0,34.0,13170000
4892080789302426968,6,0,2,2,1,0,0,2,9,66,10,41,103,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,9.0,1.0,53.0,44.0,19990000
6820200829240883942,6,0,0,2,3,0,0,2,9,66,10,41,76,140,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,10.0,12.0,11.0,59990000
543133542685191215,4,0,11,2,4,0,0,2,9,66,10,41,76,675,0,0,0,15,5,2,0,0,0,1,199,0,0,5,6.0,1.0,13.0,12.0,19950000
8155859003876028076,4,0,10,2,3,0,0,2,9,66,48,27,76,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,6.0,1.0,14.0,14.0,16990000
9717690429113938490,4,0,5,2,4,0,0,2,9,66,10,41,76,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,6.0,2.0,17.0,13.0,3500000
6616892388883131353,6,0,9,2,3,0,0,2,9,66,10,41,76,149,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,3.0,17.0,14.0,30390000
8403870234646174771,4,0,23,2,3,0,0,2,9,66,48,27,76,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,6.0,1.0,18.0,16.0,13590000
2805355288930230044,6,0,11,2,3,0,0,2,9,66,10,41,103,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,5.0,18.0,15.0,44790000
2376144863648346076,6,0,14,2,3,0,0,2,9,66,10,41,76,140,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,2.0,20.0,18.0,39410000
2584325239090818797,5,0,9,7,6,1,1,2,9,66,10,41,76,0,0,0,1,15,3,5,0,0,0,1,71,0,0,7,6.0,1.0,21.0,18.0,10990000
4712475837504946789,4,0,23,2,3,0,0,2,9,66,10,41,76,525,0,0,0,15,5,2,0,0,0,1,199,0,0,5,6.0,2.0,21.0,19.0,59940000
8135224127864726768,4,0,20,7,6,1,2,2,9,66,10,41,76,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,6.0,1.0,21.0,20.0,39990000
5438973470974624883,6,0,8,2,3,0,0,2,9,66,74,42,93,660,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,1.0,22.0,21.0,71460000
9610282033684440542,4,0,6,2,4,0,0,2,9,66,10,41,76,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,6.0,1.0,27.0,22.0,24280000
7697210138804043868,6,0,3,2,3,0,0,2,9,66,10,41,72,140,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,7.0,30.0,19.0,62430000
1401438949602297317,6,0,4,2,4,0,0,2,9,7,10,41,76,643,0,0,0,8,6,2,0,30,0,1,199,0,0,5,6.0,3.0,31.0,27.0,71950000
9801630253390309535,6,0,15,2,1,0,0,2,9,66,10,41,104,140,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,4.0,44.0,36.0,41810000
3948936105865802619,4,0,7,2,3,0,0,2,9,66,48,27,76,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,6.0,1.0,51.0,47.0,1271190000
9226278380512438191,5,0,22,4,3,0,0,2,9,66,10,41,76,0,0,0,1,15,3,3,0,0,0,1,86,0,0,8,6.0,1.0,59.0,39.0,27930000
4267209767907289538,2,0,7,2,0,1,2,2,9,66,10,41,76,537,0,0,0,0,0,2,0,0,0,1,199,0,0,5,12.0,2.0,8.0,8.0,3980000
8579755621948479912,4,0,12,7,6,1,1,2,9,66,10,41,104,537,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,2.0,9.0,9.0,118970000
4298610228737693968,6,0,2,2,3,0,0,2,9,66,48,27,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,20.0,10.0,10.0,95980000
9020293433767026152,2,0,7,2,0,1,2,2,9,66,10,41,76,140,0,0,0,0,0,2,0,0,0,1,199,0,0,5,12.0,1.0,13.0,13.0,1990000
160575523826516091,5,0,8,2,3,0,0,2,9,66,10,41,76,0,0,0,3,15,3,14,0,0,0,1,355,0,0,5,12.0,2.0,14.0,12.0,16990000
1912171696404614362,6,0,5,2,3,0,0,2,9,66,48,27,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,2.0,14.0,14.0,69580000
0742975179867188393,2,0,8,2,4,0,0,2,9,66,10,41,76,675,0,0,0,0,0,2,0,0,0,1,199,0,0,5,12.0,1.0,14.0,14.0,1990000
8771657580630576008,2,0,12,2,3,0,0,2,9,66,10,41,76,660,0,0,0,0,0,2,0,0,0,1,199,0,0,5,12.0,1.0,14.0,14.0,3980000
7834618145872510794,6,0,5,2,2,0,0,2,9,66,48,27,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,2.0,15.0,13.0,15190000
2432203658822493030,6,0,5,2,3,0,0,2,9,66,10,41,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,5.0,15.0,13.0,19190000
0175697895967494517,2,0,7,8,6,1,1,2,9,66,10,41,76,0,0,0,0,0,0,2,0,0,0,1,199,0,0,5,12.0,1.0,15.0,13.0,10970000
02709834583138581,2,0,7,4,2,0,0,2,9,66,10,41,76,244,0,0,0,0,0,2,0,0,0,1,199,0,0,5,12.0,1.0,15.0,15.0,1990000
3119753230515283152,4,0,8,7,6,1,1,2,9,66,10,41,76,427,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,3.0,15.0,13.0,18990000
4233876642049714828,5,0,9,2,3,0,0,2,9,66,12,11,18,140,0,0,3,15,3,14,0,0,0,1,62,0,0,5,12.0,1.0,16.0,14.0,43990000
1827094194524010860,2,0,7,2,3,0,0,2,9,66,10,41,76,0,0,0,0,0,0,2,0,0,0,1,199,0,0,5,12.0,1.0,16.0,16.0,13980000
3978536727138533271,4,0,9,7,6,1,1,2,9,66,10,41,76,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,2.0,17.0,14.0,18990000
0102127042498450827,6,0,3,2,2,0,0,2,9,66,54,32,86,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,2.0,17.0,16.0,15980000
2076798586652430197,2,0,14,1,0,1,2,2,9,66,10,41,76,0,0,0,0,0,0,2,0,0,0,1,199,0,0,5,12.0,1.0,18.0,18.0,22970000
7281719665961519039,6,0,17,2,3,0,0,2,9,66,10,41,103,140,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,6.0,18.0,14.0,79990000
647109355709882719,4,0,9,2,4,0,0,2,9,66,10,41,76,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,1.0,18.0,16.0,12990000
3191023303780419966,5,0,5,2,0,1,1,2,9,66,10,41,72,140,0,0,3,15,3,14,0,0,0,1,351,0,0,5,12.0,5.0,19.0,17.0,37000000
32658239211545930,2,0,9,2,0,1,1,2,9,66,10,41,76,0,0,0,0,0,0,2,0,0,0,1,199,0,0,5,12.0,1.0,19.0,19.0,3980000
9117420367534778573,2,0,0,2,4,0,0,2,9,66,10,41,76,660,0,0,0,0,0,2,0,0,0,1,199,0,0,5,12.0,2.0,19.0,17.0,18990000
9076855423971870982,6,0,4,2,3,0,0,2,9,66,10,41,103,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,1.0,20.0,17.0,11190000
9313739311793455748,2,0,7,2,0,1,1,2,9,66,10,41,76,140,0,0,0,0,0,2,0,0,0,1,199,0,0,5,12.0,1.0,20.0,16.0,3980000
0774541134631990830,6,0,23,2,3,0,0,2,9,66,10,41,106,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,1.0,20.0,18.0,47980000
8993704269203931826,4,0,11,7,6,1,2,2,9,66,10,41,76,149,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,1.0,21.0,18.0,66980000
6366599753024688365,2,0,12,2,4,0,0,4,10,18,10,41,76,230,0,0,0,0,0,2,0,0,0,1,199,0,0,5,12.0,1.0,21.0,19.0,55990000
8635032301713979066,6,0,23,2,3,0,0,2,9,66,10,41,76,660,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,2.0,21.0,16.0,59990000
1334008915798864953,4,0,0,2,4,0,0,2,9,66,10,41,76,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,1.0,21.0,19.0,18990000
9408687249095650177,4,0,23,2,3,0,0,2,9,66,26,7,24,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,2.0,23.0,20.0,16990000
3271602591909428154,6,0,12,2,3,0,0,2,9,66,10,41,72,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,4.0,24.0,21.0,95990000
9478017318518077381,6,0,7,2,3,0,0,2,9,66,10,41,39,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,2.0,24.0,22.0,1200000
7632396110260336309,6,0,4,2,3,0,0,2,9,66,10,41,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,6.0,24.0,18.0,23900000
282580967786243960,6,0,1,2,4,0,0,2,9,66,26,7,24,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,2.0,25.0,19.0,104780000
2295871331415471856,4,0,6,4,4,0,0,2,9,66,10,41,76,294,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,3.0,25.0,22.0,18990000
9458478946174454541,5,0,4,4,3,0,0,2,9,66,10,41,104,29,0,0,3,15,3,14,0,0,0,1,352,0,0,5,12.0,2.0,26.0,21.0,116980000
8437936763415718280,6,0,9,2,3,0,0,2,9,66,26,7,24,525,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,2.0,26.0,22.0,45990000
0103488992784926412,2,0,1,2,3,0,0,2,9,66,10,41,39,140,0,0,0,0,0,2,0,0,0,1,199,0,0,5,12.0,3.0,26.0,24.0,63940000
1704026974933419709,4,0,1,2,3,0,0,2,9,66,10,41,76,140,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,2.0,27.0,22.0,43980000
4391405793651473419,2,0,6,2,3,0,0,2,9,66,10,41,76,0,0,0,0,0,0,2,0,0,0,1,199,0,0,5,12.0,3.0,27.0,23.0,65590000
4771214490771394294,6,0,10,2,3,0,0,2,9,66,37,4,16,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,1.0,27.0,21.0,59990000
5783843869687303136,4,0,10,3,4,0,0,2,9,66,10,41,76,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,2.0,27.0,23.0,33980000
9000097709332736093,5,0,9,2,4,0,0,2,9,66,10,41,76,0,0,0,3,15,3,14,0,0,0,1,354,0,0,5,12.0,2.0,27.0,22.0,139970000
1754913906837979962,6,0,8,2,3,0,0,2,9,66,10,41,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,2.0,28.0,21.0,91600000
1868935000075627039,4,0,3,7,3,0,0,2,9,66,10,41,76,244,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,3.0,28.0,24.0,21990000
6296278045589071160,6,0,7,2,3,0,0,2,9,66,10,41,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,3.0,29.0,23.0,28780000
3151287811920286520,6,0,3,2,3,0,0,2,9,66,10,41,72,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,2.0,29.0,24.0,30380000
3682115393898564983,6,0,6,2,4,0,0,2,9,66,10,41,72,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,3.0,30.0,24.0,27990000
6988456629622921225,4,0,7,2,0,1,1,2,9,66,10,41,76,76,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,4.0,30.0,28.0,16990000
8094760238858385378,4,0,5,7,3,0,0,2,9,66,10,22,61,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,1.0,31.0,25.0,1990000
005339642194263188,4,0,2,2,4,0,0,2,9,66,10,41,76,251,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,14.0,32.0,24.0,9470000
9632311716719827389,2,0,7,2,4,0,0,2,9,66,74,42,112,660,0,0,0,0,0,2,0,0,0,1,199,0,0,5,12.0,1.0,33.0,27.0,17910000
6237874653844289432,6,0,10,2,3,0,0,2,9,66,10,41,103,140,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,3.0,37.0,28.0,32780000
9262188833552187885,6,0,2,2,3,0,0,2,9,66,10,41,117,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,1.0,38.0,30.0,173540000
6168468198967794640,6,0,17,2,3,0,0,2,9,66,10,41,117,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,1.0,38.0,27.0,100730000
1081131800379517088,6,0,1,2,3,0,0,2,9,66,48,27,76,525,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,2.0,38.0,32.0,15180000
893172555107967427,6,0,7,2,1,0,0,2,9,66,10,41,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,5.0,38.0,29.0,203960000
0815303383277659803,4,0,13,2,4,0,0,2,9,66,10,41,76,660,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,6.0,38.0,28.0,56940000
0244256673220806549,6,0,14,2,3,0,0,2,9,66,10,41,82,660,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,2.0,39.0,27.0,86370000
53866968780969645,4,0,3,2,4,0,0,2,9,66,10,41,76,387,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,1.0,39.0,30.0,19990000
0230412258531789338,6,0,6,2,3,0,0,2,9,66,54,32,86,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,1.0,40.0,35.0,48770000
3348449424172649440,6,0,3,2,3,0,0,2,9,66,10,41,76,140,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,7.0,41.0,29.0,32780000
7657672545443379106,6,0,8,4,4,0,0,2,9,66,10,41,76,140,0,0,0,35,6,2,0,0,0,1,199,0,0,5,12.0,1.0,42.0,33.0,56480000
7311242886083854158,2,0,6,2,1,0,0,2,9,66,26,7,24,140,0,0,0,0,0,2,0,0,0,1,199,0,0,5,12.0,13.0,43.0,34.0,652740000
1952489722981028031,4,0,7,2,3,0,0,2,9,66,10,41,82,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,3.0,43.0,30.0,72750000
6592789576297039396,2,0,5,2,1,0,0,2,9,66,10,41,76,714,0,0,0,0,0,2,0,0,0,1,199,0,0,5,12.0,3.0,45.0,35.0,92930000
8344446393157130768,6,0,11,2,3,0,0,2,9,66,10,41,104,140,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,3.0,45.0,35.0,9960000
1759779356678951325,2,0,3,2,4,0,0,2,9,66,26,7,24,140,0,0,0,0,0,2,0,0,0,1,199,0,0,5,12.0,10.0,45.0,36.0,258300000
0741389474680057629,4,0,0,2,4,0,0,2,9,7,10,41,76,26,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,1.0,47.0,39.0,14980000
6696207158105789561,4,0,3,2,4,0,0,4,10,65,10,41,76,660,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,3.0,48.0,36.0,47900000
3990058424732714693,6,0,9,2,3,0,0,2,9,66,48,27,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,3.0,48.0,38.0,70330000
1649731062336600949,6,0,11,2,3,0,0,2,9,66,10,41,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,1.0,49.0,43.0,17590000
4961475611241206847,6,0,5,2,3,0,0,2,9,66,10,41,72,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,2.0,49.0,37.0,176730000
3756657782077054596,5,0,11,2,4,0,0,2,9,66,10,41,76,675,0,0,3,15,3,14,0,0,0,1,353,0,0,5,12.0,3.0,51.0,43.0,16430000
827758820563592695,4,0,14,2,3,0,0,2,9,66,10,41,117,140,0,0,0,15,5,2,0,0,0,1,199,0,0,5,12.0,4.0,51.0,38.0,79960000
3803364184957424266,6,0,11,2,4,0,0,2,9,66,10,22,61,0,0,0,0,24,6,2,0,33,0,1,199,0,0,5,12.0,4.0,52.0,43.0,797470000
9588908882266612738,6,0,2,2,3,0,0,2,9,66,40,12,3,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,4.0,53.0,37.0,28780000
2989490372994376329,6,0,4,2,3,0,0,2,9,66,16,44,130,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,3.0,53.0,45.0,44760000
4451908991574636222,2,0,14,2,3,0,0,2,9,66,10,41,76,0,0,0,0,0,0,2,0,0,0,1,199,0,0,5,12.0,3.0,55.0,43.0,16990000
4178895217253469173,6,0,23,2,3,0,0,2,9,66,10,41,76,0,0,0,0,29,6,2,0,1,0,1,199,0,0,5,12.0,1.0,73.0,63.0,55960000
647846008417877869,6,0,13,2,3,0,0,2,9,66,74,42,53,140,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,2.0,75.0,48.0,121700000
0626284759664097746,6,0,4,2,4,0,0,2,9,66,10,22,47,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,7.0,84.0,68.0,1575000000
636165671438716582,6,0,1,2,2,0,0,2,9,66,54,32,86,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,12.0,2.0,91.0,68.0,50370000
419161784882208907,2,0,9,2,1,0,0,2,9,66,10,22,61,0,0,0,0,0,0,2,0,0,0,1,199,0,0,5,12.0,10.0,102.0,65.0,727160000
3074873425598115853,2,0,12,2,3,0,0,2,9,66,10,41,76,525,0,0,0,0,0,2,0,0,0,1,199,0,0,5,12.0,1.0,103.0,77.0,120720000
6328683659978393200,7,0,0,7,3,0,0,2,9,66,10,41,76,210,0,0,0,39,6,2,0,5,0,1,199,0,0,5,12.0,1.0,25.0,22.0,87970000
9803059849568954404,4,0,7,2,4,0,0,2,9,66,10,41,76,660,0,0,0,15,5,2,0,0,0,1,199,0,0,5,8.0,1.0,17.0,15.0,38090000
5492630606781186660,6,0,4,2,1,0,0,2,9,66,26,7,24,509,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,1.0,19.0,15.0,75580000
0299113451946744821,4,0,4,7,6,1,1,2,9,66,10,41,76,149,0,0,0,15,5,2,0,0,0,1,199,0,0,5,8.0,1.0,22.0,16.0,40480000
8516103494116609949,6,0,9,2,4,0,0,2,9,66,10,41,76,449,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,3.0,33.0,26.0,98770000
6708775225272351859,2,0,8,2,3,0,0,2,9,66,10,41,72,0,0,0,0,0,0,2,0,0,0,1,199,0,0,5,8.0,4.0,36.0,29.0,103920000
5393564423010842176,6,0,1,2,3,0,0,2,9,66,10,41,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,1.0,40.0,35.0,33680000
1125612233191187838,4,0,5,2,3,0,0,2,9,66,74,42,112,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,8.0,2.0,49.0,38.0,63660000
0691969555315832538,6,0,10,2,3,0,0,2,9,66,68,2,7,525,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,14.0,51.0,36.0,96540000
5283278344963059120,4,0,8,2,1,0,0,2,9,66,10,41,76,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,8.0,3.0,53.0,35.0,1449770000
2518447979646501002,4,0,9,2,3,0,0,2,9,66,48,27,76,525,0,0,0,15,5,2,0,0,0,1,199,0,0,5,8.0,1.0,55.0,40.0,69150000
8332045142663298061,6,0,16,2,3,0,0,2,9,66,10,41,72,140,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,2.0,55.0,43.0,11070000
7960216957065106735,4,0,15,2,3,0,0,2,9,66,10,22,61,525,0,0,0,15,5,2,0,0,0,1,199,0,0,5,8.0,1.0,57.0,43.0,67530000
995099802538471008,4,0,12,2,3,0,0,2,9,66,10,41,76,140,0,0,0,15,5,2,0,0,0,1,199,0,0,5,8.0,1.0,58.0,37.0,117740000
9936682614369895259,2,0,4,2,4,0,0,2,11,68,76,0,62,102,0,0,0,0,0,2,0,0,0,1,199,0,0,5,8.0,1.0,60.0,43.0,113490000
0173142935390182524,6,0,13,2,3,0,0,2,9,66,10,41,76,140,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,9.0,61.0,44.0,62030000
5836015565471954596,4,0,11,4,3,0,0,2,9,7,10,41,76,69,0,0,0,15,5,2,0,0,0,1,199,0,0,5,8.0,6.0,63.0,47.0,68030000
127249576187763439,6,0,15,2,3,0,0,2,9,66,10,41,104,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,3.0,64.0,50.0,229160000
4358453897603927593,4,0,12,2,3,0,0,2,9,66,48,27,76,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,8.0,1.0,77.0,54.0,46530000
2305911848160020005,6,0,13,2,2,0,0,2,9,66,74,42,112,660,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,1.0,89.0,66.0,111280000
7344519175727343086,4,0,14,2,4,0,0,2,11,68,10,41,76,660,0,0,0,15,5,2,0,0,0,1,199,0,0,5,8.0,3.0,105.0,95.0,181390000
596895434219823695,4,0,6,2,4,0,0,2,9,66,10,41,76,355,0,0,0,15,5,2,0,0,0,1,199,0,0,5,8.0,1.0,133.0,110.0,165140000
9383567792856137029,4,0,11,2,3,0,0,2,9,66,10,41,67,140,0,0,0,15,5,2,0,0,0,1,199,0,0,5,6.0,2.0,4.0,4.0,98990000
3886339117571727204,4,0,11,2,0,1,1,2,9,66,10,41,76,76,0,0,0,15,5,2,0,0,0,1,199,0,0,5,6.0,2.0,5.0,5.0,32980000
2489008241573550048,4,0,3,2,3,0,0,2,9,66,10,41,103,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,6.0,1.0,12.0,12.0,159500000
0921096082578600729,4,0,12,7,3,0,0,2,9,66,10,41,76,449,0,0,0,15,5,2,0,0,0,1,199,0,0,5,6.0,1.0,13.0,13.0,36980000
4697640642260158273,6,0,3,2,1,0,0,2,9,66,48,27,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,6.0,13.0,13.0,30620000
4649753996022733454,6,0,5,2,2,0,0,2,9,66,48,27,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,3.0,15.0,14.0,52070000
8889391457640720040,2,0,3,2,4,0,0,2,9,66,10,41,76,698,0,0,0,0,0,2,0,0,0,1,199,0,0,5,6.0,8.0,16.0,14.0,99500000
6820200829240883942,4,0,7,2,3,0,0,2,9,66,10,41,76,140,0,0,0,15,5,2,0,0,0,1,199,0,0,5,6.0,9.0,17.0,17.0,59990000
0214776722271775969,6,0,4,2,3,0,0,2,9,66,22,1,5,140,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,7.0,17.0,13.0,30380000
1270972824994660533,6,0,22,2,3,0,0,2,9,66,26,7,24,140,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,3.0,18.0,15.0,13590000
8407892564585684135,4,0,3,2,4,0,0,2,9,7,1,0,21,398,0,0,0,15,5,2,0,0,0,1,199,0,0,5,6.0,1.0,19.0,19.0,26580000
1470956649294061383,2,0,1,2,4,0,0,2,9,66,10,41,76,141,0,0,0,0,0,2,0,0,0,1,199,0,0,5,6.0,7.0,19.0,15.0,19020000
6117915988653147227,4,0,1,7,3,0,0,2,9,66,10,40,102,342,0,0,0,15,5,2,0,0,0,1,199,0,0,5,6.0,1.0,19.0,15.0,63970000
3972533149099656083,6,0,3,2,3,0,0,2,9,66,10,41,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,1.0,20.0,20.0,20780000
2180515369167502520,2,0,3,2,4,0,0,2,9,66,10,41,76,141,0,0,0,0,0,2,0,0,0,1,199,0,0,5,6.0,7.0,20.0,17.0,55990000
