fullVisitorId,channelGrouping,socialEngagementType,visitStartTime,device.browser,device.browserVersion,device.browserSize,device.operatingSystem,device.operatingSystemVersion,device.isMobile,device.mobileDeviceBranding,device.mobileDeviceModel,device.mobileInputSelector,device.mobileDeviceInfo,device.mobileDeviceMarketingName,device.flashVersion,device.language,device.screenColors,device.screenResolution,device.deviceCategory,geoNetwork.continent,geoNetwork.subContinent,geoNetwork.country,geoNetwork.region,geoNetwork.metro,geoNetwork.city,geoNetwork.cityId,geoNetwork.networkDomain,geoNetwork.latitude,geoNetwork.longitude,geoNetwork.networkLocation,totals.newVisits,trafficSource.campaign,trafficSource.source,trafficSource.medium,trafficSource.keyword,trafficSource.adwordsClickInfo.criteriaParameters,trafficSource.isTrueDirect,trafficSource.referralPath,trafficSource.adwordsClickInfo.page,trafficSource.adwordsClickInfo.slot,trafficSource.adwordsClickInfo.gclId,trafficSource.adwordsClickInfo.adNetworkType,trafficSource.adwordsClickInfo.isVideoAd,trafficSource.adContent,date,visitNumber,totals.hits,totals.pageviews,totals.transactionRevenue
3.3461E+18,4,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,2.0,1.0,51.0,43.0,27110000
3.74632E+18,4,0,8,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,43,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,2.0,1.0,53.0,41.0,397700000
1.81417E+18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,8.0,54.0,40.0,1171470000
5.82864E+18,2,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,20,0,0,0,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,2.0,5.0,61.0,48.0,65950000
8.28714E+18,4,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,43,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,2.0,2.0,61.0,44.0,109450000
2.87148E+16,4,0,14,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,28,0,28,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,2.0,5.0,62.0,42.0,84310000
7.36532E+18,2,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,43,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,2.0,1.0,76.0,59.0,81560000
1.73573E+18,4,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,2.0,2.0,77.0,58.0,108720000
8.88082E+16,2,0,20,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,18,36,25,57,0,61,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,2.0,1.0,229.0,165.0,196420000
7.19551E+18,4,0,8,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,140,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,3.0,11.0,11.0,136810000
1.29292E+18,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,32,19,39,0,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8.0,10.0,12.0,10.0,24970000
1.14491E+18,4,0,7,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,41,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,3.0,16.0,12.0,1188550000
6.18018E+18,4,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,9,6,10,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,2.0,18.0,16.0,769290000
3.48426E+18,2,0,7,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,8.0,2.0,19.0,15.0,42600000
4.44738E+18,4,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,13,8,1,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,1.0,19.0,16.0,35280000
3.75963E+17,2,0,14,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,8.0,6.0,19.0,14.0,23490000
4.34577E+18,4,0,8,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,43,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,1.0,20.0,17.0,211580000
7.01602E+17,4,0,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,3.0,21.0,19.0,115930000
8.65385E+18,0,0,6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8.0,4.0,22.0,17.0,51530000
8.84303E+18,4,0,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,12.0,23.0,22.0,187070000
4.13507E+18,4,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,43,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,1.0,24.0,20.0,332260000
8.51874E+18,4,0,6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,11,3,8,0,0,0,0,0,0,0,13,4,1,0,0,4,0,0,0,0,0,1,8.0,8.0,25.0,19.0,154040000
2.3932E+18,4,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,10,17,35,0,56,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,2.0,26.0,21.0,94490000
6.10148E+18,0,0,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8.0,2.0,27.0,20.0,10370000
7.29135E+18,4,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,43,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,4.0,28.0,22.0,31300000
7.51491E+18,2,0,8,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,8.0,2.0,30.0,24.0,76020000
1.75051E+18,4,0,6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,43,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,3.0,30.0,22.0,81460000
5.51333E+18,4,0,8,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,0,0,0,0,0,0,19,4,1,0,0,7,0,0,0,0,0,1,8.0,9.0,30.0,23.0,556610000
5.17804E+17,4,0,9,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,33,23,49,0,17,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,13.0,34.0,26.0,103360000
9.98032E+18,4,0,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,11,3,8,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,1.0,34.0,25.0,38330000
3.40785E+17,4,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,1.0,35.0,28.0,28080000
3.68529E+18,2,0,15,5,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,4,20,2,22,44,0,28,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,8.0,1.0,37.0,31.0,43440000
9.3665E+18,1,0,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,20,36,25,57,0,138,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,1,8.0,12.0,40.0,27.0,27480000
5.76433E+18,4,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,3.0,46.0,32.0,45830000
8.48896E+18,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8.0,1.0,46.0,36.0,17480000
5.1161E+18,4,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,1.0,47.0,39.0,35320000
8.52012E+18,4,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,33,23,19,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,5.0,48.0,36.0,59470000
7.23946E+18,2,0,18,5,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,4,20,36,25,57,0,108,0,0,0,0,0,8,3,11,0,0,0,0,0,0,0,0,1,8.0,4.0,48.0,35.0,26400000
2.32575E+18,4,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,140,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,1.0,49.0,37.0,210160000
4.30304E+18,4,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,8,1,2,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,4.0,56.0,38.0,166420000
9.10325E+18,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,9,6,10,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,8.0,4.0,62.0,47.0,110070000
7.20844E+17,4,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,28,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,1.0,62.0,43.0,41450000
3.90829E+18,4,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,33,23,19,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,2.0,64.0,53.0,28290000
6.0027E+18,4,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,33,23,49,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,2.0,69.0,45.0,105360000
9.49493E+18,2,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,25,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,8.0,1.0,71.0,54.0,30890000
2.82899E+18,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,1.0,79.0,55.0,96550000
4.05572E+18,3,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,83,0,0,0,0,3,8,1,8,0,0,0,0,0,45,0,0,1,8.0,5.0,85.0,58.0,207630000
9.32197E+18,4,0,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,28,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,2.0,96.0,40.0,109710000
4.69767E+18,2,0,14,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,32,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,8.0,2.0,102.0,70.0,66950000
5.43454E+17,4,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,43,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,2.0,103.0,80.0,75980000
5.17804E+17,4,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,33,23,49,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,12.0,107.0,78.0,1164540000
3.29048E+18,0,0,13,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8.0,1.0,110.0,78.0,59940000
1.23916E+17,3,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,33,23,19,0,138,0,0,0,0,3,8,1,8,0,0,0,0,0,7,0,0,1,8.0,3.0,113.0,84.0,74430000
4.83018E+18,4,0,13,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,28,0,141,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,8.0,4.0,331.0,188.0,329910000
5.97489E+17,2,0,11,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,6.0,2.0,15.0,12.0,22990000
1.80601E+18,2,0,11,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,140,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,6.0,3.0,18.0,16.0,56980000
9.36002E+18,2,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,9,6,10,0,25,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,6.0,1.0,24.0,19.0,248800000
4.14056E+18,2,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,29,2,3,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,6.0,2.0,41.0,29.0,117340000
5.61063E+18,2,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,20,0,54,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,6.0,3.0,11.0,11.0,67950000
7.04814E+18,4,0,7,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,9,6,10,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,4.0,11.0,10.0,255200000
9.37491E+18,0,0,12,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,43,0,138,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.0,1.0,12.0,11.0,175900000
3.94686E+17,4,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,11,3,8,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,1.0,13.0,13.0,13590000
4.29611E+18,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,99,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,6.0,2.0,13.0,12.0,55990000
9.83999E+18,4,0,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,2.0,13.0,13.0,10630000
5.3222E+18,3,0,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,1,8,1,12,0,0,0,0,0,50,0,0,1,6.0,1.0,14.0,14.0,74990000
8.5056E+17,4,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,28,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,3.0,15.0,12.0,15990000
7.77093E+18,4,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,29,2,3,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,4.0,15.0,15.0,44660000
4.92199E+18,4,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,4.0,17.0,17.0,62590000
4.94367E+18,4,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,11,3,8,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,2.0,17.0,13.0,17980000
5.78267E+16,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,6.0,5.0,17.0,15.0,17590000
9.3361E+17,4,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,33,23,49,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,3.0,18.0,18.0,13590000
8.47691E+17,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.0,1.0,18.0,13.0,55990000
5.79142E+18,4,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,43,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,1.0,18.0,16.0,100000000
7.65615E+18,4,0,6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,3.0,18.0,14.0,4780000
3.96896E+18,4,0,18,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,1.0,19.0,18.0,40770000
3.658E+17,4,0,11,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,33,23,49,0,108,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,9.0,19.0,17.0,25900000
6.2089E+18,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.0,3.0,19.0,13.0,239000000
4.67105E+18,4,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,4.0,20.0,18.0,281320000
4.1825E+18,4,0,14,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,43,0,28,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,7.0,20.0,15.0,10390000
8.7449E+18,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,27,0,0,0,0,0,0,2,8,1,5,0,0,0,0,0,49,0,0,4,6.0,2.0,20.0,17.0,77820000
6.20781E+18,3,0,6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,29,2,3,0,8,0,0,0,0,1,8,1,12,0,0,0,0,0,11,0,0,1,6.0,2.0,21.0,17.0,139500000
3.74719E+18,2,0,23,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,140,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,6.0,4.0,21.0,15.0,139750000
5.76963E+17,4,0,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,51,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,2.0,22.0,16.0,28300000
9.42628E+18,4,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,51,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,2.0,22.0,19.0,26300000
1.68275E+18,4,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,28,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,3.0,23.0,17.0,41990000
1.42057E+18,4,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,140,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,2.0,23.0,18.0,32780000
9.10505E+17,4,0,8,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,0,7,4,1,0,0,15,0,0,0,0,0,1,6.0,34.0,25.0,24.0,377850000
4.38807E+18,2,0,23,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,6.0,2.0,27.0,21.0,281270000
2.28741E+18,4,0,6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,141,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,3.0,30.0,22.0,82030000
9.88488E+18,4,0,7,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,2.0,30.0,22.0,21260000
9.33504E+18,2,0,0,5,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,4,20,36,25,57,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,6.0,3.0,32.0,30.0,137650000
8.19964E+18,5,0,8,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,12,22,0,0,0,0,0,0,0,11,4,1,0,0,0,0,0,0,0,0,1,6.0,1.0,39.0,33.0,5480000
2.07601E+18,2,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,96,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,6.0,1.0,39.0,25.0,13290000
1.12175E+18,4,0,8,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,28,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,2.0,41.0,33.0,28300000
2.71881E+18,4,0,6,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,28,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,8.0,43.0,27.0,91370000
5.48419E+18,4,0,11,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,28,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,5.0,44.0,39.0,56770000
4.64785E+18,4,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,51,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,4.0,44.0,38.0,41180000
1.26587E+17,2,0,8,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,58,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,6.0,2.0,48.0,30.0,68850000
4.67105E+18,4,0,23,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,3.0,50.0,44.0,294080000
1.8925E+18,2,0,14,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,12,16,0,32,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,6.0,2.0,58.0,45.0,45130000
5.42964E+18,4,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,28,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,2.0,70.0,52.0,42550000
7.11301E+18,0,0,12,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,141,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.0,4.0,86.0,62.0,1698580000
4.69776E+18,2,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,137,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,1.0,1.0,11.0,11.0,18990000
4.16397E+18,0,0,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,32,19,39,0,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,2.0,12.0,10.0,13590000
9.62092E+18,0,0,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,32,19,39,0,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,21.0,14.0,12.0,5500000
7.76257E+17,2,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,28,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,1.0,1.0,15.0,15.0,39990000
5.17959E+18,4,0,6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,9,6,10,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,1.0,2.0,15.0,14.0,558250000
4.6059E+17,4,0,23,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,22,17,34,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,1.0,3.0,17.0,17.0,36000000
1.02156E+18,3,0,12,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,43,0,115,0,0,0,0,3,8,1,8,0,0,0,0,0,4,0,0,1,1.0,2.0,18.0,14.0,17990000
1.3794E+18,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,28,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,1.0,4.0,21.0,17.0,116780000
2.16379E+17,1,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,22,17,34,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,1,1.0,5.0,23.0,19.0,124770000
3.72706E+17,4,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,1.0,5.0,24.0,17.0,64780000
5.95006E+18,4,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,43,0,28,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,1.0,1.0,24.0,20.0,79990000
5.08231E+18,1,0,12,5,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,4,20,18,15,30,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,1,1.0,10.0,30.0,26.0,30460000
6.27345E+18,4,0,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,12,16,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,1.0,1.0,30.0,22.0,24990000
2.59264E+18,0,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,138,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,2.0,30.0,24.0,51960000
